Customer,48806,47106,47287,48020
XAX1,62,71,65,96
XAX10,51,20,50,80
XAX100,60,61,80,131
XAX1000,4,3,10,22
XAX1001,25,5,27,77
XAX1002,33,16,48,72
XAX1003,21,28,41,74
XAX1004,31,33,44,49
XAX1005,27,14,43,70
XAX1006,12,8,15,22
XAX1007,24,8,45,46
XAX1008,39,32,48,64
XAX1009,23,27,35,61
XAX101,39,32,84,97
XAX1010,6,5,14,33
XAX1011,34,36,44,88
XAX1012,25,45,39,86
XAX1013,10,3,23,29
XAX1014,53,33,68,115
XAX1015,20,37,26,82
XAX1016,13,13,16,48
XAX1017,12,6,23,37
XAX1018,10,4,15,19
XAX1019,37,41,54,57
XAX102,13,6,21,29
XAX1020,35,32,68,72
XAX1021,20,16,42,55
XAX1022,24,15,40,44
XAX1023,33,9,32,52
XAX1024,16,5,13,21
XAX1025,47,10,61,84
XAX1026,34,39,53,71
XAX1027,14,20,0,29
XAX1028,39,27,46,84
XAX1029,18,8,24,27
XAX103,59,65,84,168
XAX1030,17,26,43,37
XAX1032,57,38,65,88
XAX1033,38,26,50,72
XAX1034,32,18,35,30
XAX1035,26,10,20,41
XAX1036,33,17,51,57
XAX1037,39,24,58,72
XAX1038,19,11,25,41
XAX1039,22,21,41,71
XAX104,18,38,21,60
XAX1040,26,0,33,81
XAX1041,10,3,15,24
XAX1042,46,38,50,107
XAX1043,18,14,18,40
XAX1044,36,56,57,106
XAX1045,15,33,12,70
XAX1046,10,5,13,24
XAX1047,11,10,14,64
XAX1048,12,5,20,46
XAX105,31,19,44,55
XAX1051,24,7,35,59
XAX1052,12,14,19,28
XAX1053,36,21,26,100
XAX1054,17,17,23,41
XAX1055,21,21,50,86
XAX1056,13,22,40,92
XAX1057,10,6,14,18
XAX1058,29,25,28,55
XAX1059,13,5,12,35
XAX106,9,7,14,25
XAX1060,22,17,26,60
XAX1061,13,15,10,24
XAX1062,34,63,42,96
XAX1063,9,6,22,11
XAX1064,13,7,16,41
XAX1065,25,11,33,53
XAX1066,33,21,50,98
XAX1067,3,4,12,12
XAX1068,22,17,16,32
XAX1069,7,4,12,20
XAX107,20,15,16,63
XAX1070,21,12,18,62
XAX1071,25,18,39,89
XAX1072,24,1,27,56
XAX1073,35,18,38,43
XAX1074,28,20,24,52
XAX1075,78,59,79,128
XAX1076,26,18,25,66
XAX1077,23,6,23,41
XAX1078,11,7,8,25
XAX1079,17,11,24,6
XAX108,25,25,29,57
XAX1080,29,14,27,54
XAX1081,45,16,35,64
XAX1082,20,17,5,36
XAX1083,26,13,40,82
XAX1084,16,8,17,24
XAX1085,34,34,35,52
XAX1086,39,28,36,74
XAX1087,33,18,37,64
XAX1088,28,65,36,55
XAX1089,26,12,39,62
XAX109,17,54,42,51
XAX1090,3,19,32,38
XAX1091,24,11,23,50
XAX1092,0,0,0,32
XAX1093,19,13,28,45
XAX1094,54,9,58,146
XAX1095,20,21,15,56
XAX1096,35,18,38,63
XAX1097,16,27,25,51
XAX1098,19,17,20,37
XAX1099,30,28,35,46
XAX11,33,19,64,73
XAX110,11,10,14,25
XAX1100,8,4,13,28
XAX1101,25,1,36,60
XAX1102,14,13,18,47
XAX1103,27,39,27,70
XAX1104,37,49,36,67
XAX1105,35,21,57,80
XAX1106,11,11,12,27
XAX1107,13,10,11,26
XAX1108,7,10,16,32
XAX1109,15,11,22,30
XAX111,24,15,18,46
XAX1110,12,7,21,32
XAX1111,15,13,20,43
XAX1112,19,13,38,52
XAX1113,24,13,38,67
XAX1114,6,11,12,23
XAX1115,23,10,34,39
XAX1116,51,37,71,124
XAX1117,21,9,18,48
XAX1118,36,17,23,55
XAX1119,10,7,12,10
XAX112,24,10,30,68
XAX1120,32,24,44,72
XAX1121,20,10,24,64
XAX1122,21,6,20,34
XAX1123,13,37,65,78
XAX1124,16,9,20,48
XAX1125,37,30,47,63
XAX1126,33,34,29,83
XAX1127,3,3,11,30
XAX1128,17,5,22,26
XAX1129,35,20,35,53
XAX113,32,33,40,79
XAX1130,12,9,14,29
XAX1131,8,12,21,33
XAX1132,22,7,28,62
XAX1133,15,6,24,50
XAX1134,31,14,44,56
XAX1135,20,19,33,38
XAX1136,13,19,30,81
XAX1137,15,31,42,53
XAX1138,10,10,14,15
XAX1139,29,26,28,52
XAX114,11,0,24,28
XAX1140,20,6,46,53
XAX1141,37,44,41,78
XAX1142,21,19,33,49
XAX1143,6,8,7,20
XAX1144,20,26,34,28
XAX1146,28,35,41,58
XAX1147,13,15,16,22
XAX1148,57,40,66,128
XAX1149,44,50,54,119
XAX115,8,2,11,17
XAX1150,35,29,26,100
XAX1151,50,34,48,120
XAX1152,22,24,34,74
XAX1153,19,9,14,45
XAX1154,12,21,12,49
XAX1155,25,17,25,56
XAX1156,29,19,42,74
XAX1157,22,12,23,27
XAX1158,22,6,25,39
XAX1159,5,4,12,15
XAX116,2,6,15,18
XAX1160,37,37,58,82
XAX1161,35,16,47,94
XAX1162,26,19,35,45
XAX1163,10,7,29,29
XAX1164,20,28,19,48
XAX1165,56,55,94,91
XAX1166,4,1,8,13
XAX1167,23,21,29,43
XAX1168,27,21,60,64
XAX1169,9,11,20,23
XAX117,4,6,8,23
XAX1170,21,23,30,43
XAX1171,17,5,4,48
XAX1172,26,88,36,62
XAX1173,17,4,19,29
XAX1174,10,12,17,17
XAX1175,26,19,38,78
XAX1176,10,28,22,24
XAX1177,24,21,28,43
XAX1178,37,27,32,84
XAX1179,22,3,36,47
XAX118,11,13,23,36
XAX1180,32,34,63,82
XAX1181,18,35,13,73
XAX1182,27,37,37,70
XAX1183,25,59,51,63
XAX1184,26,22,16,75
XAX1185,18,8,43,46
XAX1186,54,63,77,125
XAX1187,24,22,25,42
XAX1188,36,15,52,56
XAX1189,3,1,7,8
XAX119,57,30,74,58
XAX1190,21,10,20,49
XAX1191,15,11,17,43
XAX1192,20,13,20,53
XAX1193,15,7,15,43
XAX1194,35,14,43,70
XAX1195,30,22,42,65
XAX1196,10,9,8,29
XAX1197,16,41,20,47
XAX1198,24,22,28,66
XAX1199,17,30,16,39
XAX12,47,19,72,107
XAX120,22,27,23,58
XAX1200,47,33,83,111
XAX1201,35,11,56,54
XAX1202,23,18,59,64
XAX1203,40,31,31,65
XAX1204,31,23,50,67
XAX1205,29,38,24,51
XAX1206,25,16,16,52
XAX1207,50,43,63,95
XAX1208,0,52,27,29
XAX1209,14,21,31,40
XAX121,16,14,23,58
XAX1210,28,20,34,55
XAX1211,16,13,10,26
XAX1212,31,12,57,65
XAX1213,34,53,37,64
XAX1214,14,14,22,35
XAX1215,27,30,47,47
XAX1216,12,24,16,43
XAX1217,28,18,19,42
XAX1218,69,67,83,114
XAX1219,24,36,30,71
XAX122,22,19,37,70
XAX1220,5,10,17,30
XAX1221,36,27,36,84
XAX1222,31,38,62,106
XAX1223,17,18,21,50
XAX1224,26,53,22,58
XAX1225,33,81,35,95
XAX1226,34,26,33,52
XAX1227,46,42,46,74
XAX1228,22,17,46,49
XAX1229,33,19,14,63
XAX123,11,19,22,49
XAX1230,63,44,77,116
XAX1231,31,67,83,128
XAX1232,29,31,37,65
XAX1233,11,21,12,33
XAX1234,18,8,11,31
XAX1235,11,26,16,28
XAX1236,16,20,23,64
XAX1237,19,43,44,67
XAX1238,30,3,56,90
XAX1239,23,11,35,54
XAX124,19,23,30,53
XAX1240,84,86,102,127
XAX1241,55,47,60,121
XAX1242,30,29,62,79
XAX1243,14,20,16,50
XAX1244,22,23,30,51
XAX1245,42,37,61,91
XAX1247,15,13,16,27
XAX1248,31,48,32,72
XAX1249,37,15,46,94
XAX125,91,32,78,153
XAX1252,18,28,26,64
XAX1253,31,16,54,105
XAX1254,28,35,59,112
XAX1255,17,7,19,33
XAX1256,21,17,30,69
XAX1257,9,8,17,31
XAX1259,19,19,24,46
XAX126,20,8,16,59
XAX1260,30,18,51,68
XAX1261,38,28,58,88
XAX1262,3,7,7,16
XAX1263,19,2,22,62
XAX1264,37,39,59,81
XAX1265,11,6,12,37
XAX1266,24,18,15,55
XAX1267,20,23,27,47
XAX1268,13,6,30,42
XAX1269,13,12,15,24
XAX127,19,7,22,35
XAX1270,22,18,44,78
XAX1271,15,6,20,38
XAX1272,26,11,40,77
XAX1273,120,130,132,209
XAX1274,8,12,12,19
XAX1275,22,16,27,42
XAX1276,48,28,65,61
XAX1277,21,14,48,56
XAX1278,0,3,7,12
XAX1279,18,17,35,38
XAX128,26,31,33,43
XAX1280,46,52,48,96
XAX1281,24,22,25,50
XAX1282,7,17,12,38
XAX1283,20,7,33,54
XAX1284,50,32,55,105
XAX1285,57,41,71,75
XAX1286,17,12,11,33
XAX1287,3,6,16,39
XAX1288,19,10,22,44
XAX1289,20,33,44,53
XAX129,50,59,53,86
XAX1290,13,25,20,47
XAX1291,47,58,52,106
XAX1292,38,81,55,90
XAX1293,27,26,51,62
XAX1294,28,40,31,66
XAX1295,22,26,22,55
XAX1296,15,10,15,31
XAX1297,20,2,39,44
XAX1298,59,70,57,148
XAX1299,38,27,60,74
XAX13,30,20,40,51
XAX130,35,35,51,114
XAX1300,26,20,22,71
XAX1301,37,27,52,77
XAX1302,26,14,47,53
XAX1303,41,40,50,60
XAX1304,60,53,83,89
XAX1305,55,18,73,58
XAX1306,54,32,63,124
XAX1307,30,38,43,90
XAX1308,21,54,36,81
XAX1309,33,25,60,74
XAX131,36,42,49,96
XAX1310,41,59,42,81
XAX1311,29,43,66,97
XAX1312,18,18,20,49
XAX1313,25,44,56,90
XAX1314,16,42,15,70
XAX1315,94,58,92,161
XAX1316,20,15,22,26
XAX1317,19,9,33,50
XAX1318,34,41,58,97
XAX1319,25,19,39,58
XAX132,24,15,13,56
XAX1320,51,42,65,75
XAX1321,17,25,29,54
XAX1322,20,22,38,45
XAX1323,20,11,19,27
XAX1324,12,8,8,35
XAX1325,21,18,24,35
XAX1326,43,31,68,111
XAX1327,41,10,66,61
XAX1328,31,21,39,73
XAX1329,31,6,28,41
XAX133,4,10,8,17
XAX1330,36,28,45,33
XAX1331,37,6,47,70
XAX1332,42,45,42,91
XAX1333,21,21,37,51
XAX1334,25,16,22,33
XAX1335,18,14,27,53
XAX1336,18,10,18,22
XAX1337,19,7,21,47
XAX1338,18,9,23,35
XAX1339,32,13,36,54
XAX134,38,38,48,97
XAX1340,18,5,13,61
XAX1341,35,57,51,125
XAX1342,15,15,19,44
XAX1344,35,17,40,66
XAX1345,24,8,34,27
XAX1346,54,56,64,84
XAX1347,25,19,24,44
XAX1348,25,16,37,58
XAX1349,16,2,9,34
XAX135,31,8,44,76
XAX1350,38,22,46,54
XAX1351,11,22,20,62
XAX1352,14,14,10,27
XAX1353,26,19,35,83
XAX1354,26,16,25,68
XAX1355,29,50,29,88
XAX1356,34,6,33,61
XAX1357,28,6,43,72
XAX1358,32,22,33,50
XAX1359,25,20,23,69
XAX136,8,6,10,18
XAX1360,13,11,20,42
XAX1361,48,72,81,121
XAX1362,12,17,38,83
XAX1363,16,26,19,35
XAX1364,37,35,45,92
XAX1365,17,23,28,67
XAX1366,22,24,33,29
XAX1367,42,45,64,132
XAX1368,18,13,28,66
XAX1369,25,33,42,63
XAX137,25,21,37,52
XAX1370,40,35,54,79
XAX1371,31,18,36,60
XAX1372,17,22,20,47
XAX1373,20,50,33,53
XAX1374,6,10,13,25
XAX1375,49,25,63,77
XAX1376,33,23,46,100
XAX1377,33,24,50,52
XAX1378,56,35,84,65
XAX1379,17,14,24,40
XAX138,43,29,66,88
XAX1380,20,7,25,52
XAX1381,29,49,52,67
XAX1382,27,22,34,72
XAX1383,28,23,59,87
XAX1384,11,5,12,29
XAX1385,31,15,26,68
XAX1386,28,15,41,56
XAX1387,17,28,23,75
XAX1388,39,42,76,67
XAX1389,30,21,25,41
XAX139,25,20,34,81
XAX1390,43,132,71,92
XAX1391,24,13,16,45
XAX1392,13,9,20,51
XAX1393,25,23,46,56
XAX1394,23,40,51,88
XAX1395,15,10,23,46
XAX1396,47,29,79,84
XAX1397,52,37,75,166
XAX1398,11,0,11,30
XAX1399,31,3,42,52
XAX14,63,51,74,99
XAX140,50,20,75,100
XAX1400,29,15,33,58
XAX1401,19,18,20,67
XAX1403,23,6,43,50
XAX1404,11,4,18,41
XAX1405,35,24,61,78
XAX1406,24,21,38,79
XAX1407,21,27,39,70
XAX1408,27,1,19,43
XAX1409,12,17,12,19
XAX141,35,29,53,82
XAX1410,31,23,52,62
XAX1411,42,64,57,105
XAX1412,33,20,33,57
XAX1413,27,61,41,68
XAX1414,25,24,42,62
XAX1415,30,18,26,49
XAX1416,22,8,27,40
XAX1417,44,41,35,84
XAX1418,35,30,56,106
XAX1419,40,46,56,75
XAX1420,12,16,20,39
XAX1421,22,25,49,71
XAX1422,15,27,27,32
XAX1423,29,30,40,62
XAX1424,51,12,66,119
XAX1425,29,42,55,57
XAX1426,45,25,56,91
XAX1427,27,19,55,84
XAX1428,39,40,70,71
XAX1429,30,27,51,76
XAX143,20,18,31,54
XAX1430,50,39,60,78
XAX1431,43,20,56,79
XAX1432,40,30,56,49
XAX1433,24,29,41,40
XAX1434,33,48,38,76
XAX1435,20,25,36,62
XAX1436,9,38,14,26
XAX1437,21,14,28,55
XAX1438,68,77,69,127
XAX1439,66,57,67,102
XAX144,44,26,68,111
XAX1440,68,170,110,180
XAX1441,33,12,34,54
XAX1442,37,50,61,98
XAX1443,26,18,42,68
XAX1444,17,34,19,27
XAX1445,14,18,16,37
XAX1446,52,44,85,86
XAX1447,58,39,73,75
XAX1448,32,37,57,76
XAX1449,28,29,40,73
XAX145,19,25,32,46
XAX1450,14,18,32,46
XAX1451,12,7,21,26
XAX1452,7,8,6,28
XAX1453,58,51,89,106
XAX1454,42,42,75,108
XAX1455,25,40,23,85
XAX1456,30,30,46,94
XAX1457,52,31,63,113
XAX1458,35,40,53,76
XAX1459,24,24,45,59
XAX146,20,19,24,38
XAX1460,35,28,63,87
XAX1461,81,52,103,136
XAX1462,10,7,10,34
XAX1463,26,17,38,56
XAX1464,11,7,7,33
XAX1465,36,26,54,86
XAX1466,15,7,24,43
XAX1467,7,6,13,22
XAX1468,19,9,20,34
XAX1469,15,14,37,62
XAX147,38,22,29,60
XAX1470,38,15,54,65
XAX1471,21,27,26,41
XAX1472,23,25,62,48
XAX1473,51,45,73,88
XAX1474,30,11,26,81
XAX1475,23,14,22,38
XAX1476,43,42,63,122
XAX1477,18,11,28,32
XAX1478,15,22,38,73
XAX1479,38,26,49,89
XAX148,31,28,52,56
XAX1480,15,11,24,26
XAX1481,11,14,14,58
XAX1482,10,5,12,25
XAX1483,44,9,54,70
XAX1485,91,111,110,194
XAX1486,34,24,38,71
XAX1487,34,0,28,70
XAX1488,31,9,30,112
XAX1489,7,9,5,24
XAX149,17,13,18,46
XAX1490,33,63,46,88
XAX1491,41,15,56,81
XAX1492,27,14,23,67
XAX1493,15,10,11,34
XAX1494,33,23,39,61
XAX1495,46,34,61,65
XAX1496,57,32,62,109
XAX1497,12,8,25,36
XAX1498,11,10,19,35
XAX1499,25,10,36,43
XAX15,40,11,68,73
XAX150,45,31,60,120
XAX1500,43,28,38,79
XAX1501,7,13,18,35
XAX1502,25,16,21,61
XAX1503,42,62,54,95
XAX1504,19,36,24,68
XAX1505,25,13,40,47
XAX1506,13,19,24,38
XAX1507,25,11,13,45
XAX1508,51,39,50,100
XAX1509,23,12,26,42
XAX151,44,43,74,136
XAX1510,46,40,47,74
XAX1511,10,17,6,27
XAX1512,28,27,31,82
XAX1513,9,13,10,47
XAX1514,42,38,56,71
XAX1515,34,34,60,88
XAX1516,27,23,32,74
XAX1517,5,17,9,42
XAX1518,16,9,18,37
XAX1519,27,6,41,63
XAX152,17,22,35,52
XAX1520,44,42,53,90
XAX1521,22,10,22,47
XAX1522,21,0,42,46
XAX1523,23,4,20,63
XAX1524,53,32,56,103
XAX1525,36,4,57,108
XAX1526,38,35,43,83
XAX1527,25,48,49,109
XAX1528,60,59,88,125
XAX1529,33,30,43,76
XAX153,13,9,22,40
XAX1530,10,11,15,31
XAX1531,13,39,23,40
XAX1532,25,33,34,86
XAX1533,47,35,64,108
XAX1534,58,36,74,128
XAX1535,65,45,70,107
XAX1536,39,45,44,68
XAX1537,21,19,20,42
XAX1538,50,30,70,77
XAX1539,43,24,65,79
XAX154,22,25,29,51
XAX1540,14,25,36,53
XAX1541,25,5,39,94
XAX1542,50,24,42,74
XAX1543,49,37,49,86
XAX1544,61,39,87,135
XAX1545,40,22,57,55
XAX1546,17,15,31,34
XAX1547,34,24,59,81
XAX1548,17,8,18,37
XAX1549,22,9,30,62
XAX155,15,14,14,34
XAX1550,9,10,14,31
XAX1551,15,30,37,61
XAX1552,31,25,21,50
XAX1553,18,30,31,37
XAX1554,30,15,35,83
XAX1555,21,25,33,61
XAX1556,12,24,20,65
XAX1557,28,19,35,90
XAX1558,11,1,17,34
XAX1559,26,55,19,59
XAX156,0,0,0,10
XAX1560,24,26,43,71
XAX1561,14,2,11,13
XAX1562,29,35,30,44
XAX1563,66,55,65,130
XAX1564,32,32,42,94
XAX1565,116,91,129,281
XAX1566,33,0,0,26
XAX1567,70,51,77,193
XAX1568,26,13,52,71
XAX1569,19,19,34,77
XAX157,52,30,69,86
XAX1570,40,26,79,89
XAX1571,21,21,43,62
XAX1572,125,104,124,269
XAX1573,48,38,58,91
XAX1574,47,11,31,87
XAX1575,65,0,12,106
XAX1576,15,10,19,65
XAX1577,33,23,49,86
XAX1578,18,30,13,63
XAX1579,10,9,4,9
XAX158,18,24,17,45
XAX1580,23,28,40,74
XAX1581,46,74,53,120
XAX1583,19,31,30,89
XAX1584,36,1,44,62
XAX1585,56,32,58,80
XAX1586,31,3,34,96
XAX1587,41,39,52,72
XAX1588,56,53,55,101
XAX1589,9,0,8,34
XAX159,40,37,37,79
XAX1590,20,35,12,38
XAX1591,25,21,30,105
XAX1592,15,17,20,50
XAX1593,39,23,54,59
XAX1594,45,33,57,86
XAX1595,39,26,56,56
XAX1596,10,2,12,37
XAX1597,23,40,28,62
XAX1598,23,83,33,64
XAX1599,17,29,13,42
XAX16,47,41,40,80
XAX160,14,20,34,43
XAX1600,74,68,71,140
XAX1601,20,50,39,57
XAX1602,16,15,28,45
XAX1603,12,4,12,30
XAX1604,75,62,78,160
XAX1605,23,21,43,36
XAX1606,28,20,29,43
XAX1607,29,35,57,73
XAX1608,44,34,39,56
XAX1609,32,20,55,71
XAX161,9,10,14,34
XAX1610,11,14,14,35
XAX1611,49,20,63,64
XAX1612,45,74,65,114
XAX1613,9,4,19,45
XAX1614,16,1,13,43
XAX1615,25,24,17,40
XAX1616,45,42,41,101
XAX1617,72,52,93,133
XAX1618,37,30,49,181
XAX1619,16,23,22,40
XAX162,12,12,10,40
XAX1620,0,39,20,31
XAX1621,17,16,29,38
XAX1622,24,20,45,47
XAX1623,22,32,40,73
XAX1624,29,11,26,52
XAX1625,29,25,40,70
XAX1626,23,25,30,14
XAX1627,38,41,76,75
XAX1628,15,10,2,44
XAX1629,17,12,18,18
XAX163,44,26,51,96
XAX1630,34,30,26,57
XAX1631,36,23,36,97
XAX1632,48,39,67,57
XAX1633,48,36,69,62
XAX1634,32,26,57,61
XAX1635,17,10,29,71
XAX1636,115,95,163,239
XAX1637,41,29,67,99
XAX1638,8,8,15,28
XAX1639,23,15,20,25
XAX164,18,16,45,64
XAX1640,14,30,20,45
XAX1641,16,13,20,48
XAX1642,39,20,59,84
XAX1643,51,69,59,78
XAX1644,40,32,57,71
XAX1645,60,94,78,128
XAX1646,37,39,50,82
XAX1647,27,24,42,48
XAX1648,59,45,69,88
XAX1649,39,44,50,86
XAX165,31,21,47,74
XAX1650,16,58,26,50
XAX1651,35,51,41,84
XAX1652,31,9,30,68
XAX1653,11,6,19,18
XAX1654,66,81,98,96
XAX1655,37,15,54,70
XAX1656,33,38,59,70
XAX1657,31,30,59,71
XAX1658,17,15,26,51
XAX1659,48,29,75,119
XAX166,16,10,23,58
XAX1660,57,50,55,97
XAX1661,17,9,24,30
XAX1662,25,14,25,50
XAX1663,24,13,35,71
XAX1664,21,31,19,53
XAX1665,38,32,52,67
XAX1666,9,5,11,18
XAX1667,21,28,20,50
XAX1668,24,27,28,61
XAX1669,36,46,37,86
XAX167,20,8,22,43
XAX1670,18,12,20,28
XAX1671,81,74,74,126
XAX1672,21,13,26,34
XAX1673,37,37,68,68
XAX1674,36,38,48,112
XAX1675,9,9,21,25
XAX1676,40,41,48,61
XAX1677,33,18,54,79
XAX1678,10,34,24,48
XAX1679,37,45,70,69
XAX168,46,59,34,117
XAX1680,11,11,15,49
XAX1681,9,16,19,20
XAX1682,39,19,46,101
XAX1683,23,22,24,31
XAX1684,13,10,24,29
XAX1685,39,35,37,64
XAX1686,58,43,62,110
XAX1687,39,28,57,73
XAX1688,40,23,48,90
XAX1689,28,34,64,133
XAX169,10,12,19,28
XAX1690,26,23,45,79
XAX1691,21,17,23,38
XAX1692,11,4,10,20
XAX1693,27,16,20,107
XAX1694,27,3,23,41
XAX1695,26,27,23,47
XAX1696,21,21,46,49
XAX1697,15,11,13,52
XAX1698,27,43,33,76
XAX1699,98,171,116,164
XAX17,39,2,61,66
XAX170,11,21,25,43
XAX1700,32,61,57,118
XAX1701,6,6,4,16
XAX1702,20,29,58,47
XAX1703,46,52,53,67
XAX1704,32,17,40,89
XAX1705,21,25,26,27
XAX1707,32,33,56,51
XAX1708,91,183,126,181
XAX1709,30,21,63,54
XAX171,12,19,24,46
XAX1710,19,17,32,63
XAX1711,21,10,25,56
XAX1712,24,8,25,47
XAX1713,15,12,30,44
XAX1714,32,31,68,69
XAX1715,13,13,19,39
XAX1716,36,96,42,100
